"module_name","gate_counts","area_math","total_area","delay_math","total_delay","static_power_math","total_static_power"
"up_down_counter","2 a21oi_1, 1 and4b_1, 4 dfxtp_1, 1 maj3_1, 1 nor2_1, 1 nor3_1, 1 nor3b_1, 1 nor4b_1, 1 o21ai_0, 2 o21bai_1, 2 xor2_1","2*5.0 + 1*10.01 + 4*20.02 + 1*10.01 + 1*3.75 + 1*5.0 + 1*7.51 + 1*8.76 + 1*5.0 + 2*7.51 + 2*8.76",172.66,"0.32 + 0.34 + 0.12 + 0.14",0.92,"2*1.65 + 1*5.99 + 4*8.44 + 1*2.09 + 1*1.97 + 1*0.93 + 1*1.3 + 1*0.91 + 1*1.04 + 2*2.87 + 2*4.28",65.59
"SerialReceiver","1 a21oi_1, 2 a22o_1, 2 and3_1, 1 clkinv_1, 12 dfrtp_1, 1 dfstp_2, 8 dfxtp_1, 16 mux2_1, 1 nand2_1, 2 nor2_1, 2 nor2b_1, 1 o21ba_1","1*5.0 + 2*8.76 + 2*6.26 + 1*3.75 + 12*25.02 + 1*26.28 + 8*20.02 + 16*11.26 + 1*3.75 + 2*3.75 + 2*6.26 + 1*10.01",739.41,"0.37 + 0.51 + 0.37",1.25,"1*1.65 + 2*4.06 + 2*5.59 + 1*1.57 + 12*11.65 + 1*10.52 + 8*8.44 + 16*4.03 + 1*2.12 + 2*1.97 + 2*2.18 + 1*7.27",322.53
"pipeline_register","96 dfxtp_1, 96 mux2_1","96*20.02 + 96*11.26",3002.88,"0.28 + 0.27",0.55,"96*8.44 + 96*4.03",1197.12
"GB_IO","1 conb_1, 1 dfxtp_1, 1 mux2_1","1*3.75 + 1*20.02 + 1*11.26",35.03,"0.27 + 0.26",0.53,"1*3.24 + 1*8.44 + 1*4.03",15.71
"multi_port_RAM","1 a31o_1, 6 a31oi_1, 2 clkinv_1, 6 dfxtp_1, 10 nand2_1, 6 nand2b_1, 2 nand3_1, 2 nand3b_1, 5 nor2_1, 2 o21ai_0, 1 o22a_1, 1 o22ai_1","1*8.76 + 6*6.26 + 2*3.75 + 6*20.02 + 10*3.75 + 6*6.26 + 2*5.0 + 2*7.51 + 5*3.75 + 2*5.0 + 1*8.76 + 1*6.26",317.79,"0.34 + 0.06 + 0.19 + 0.13",0.72,"1*2.37 + 6*1.48 + 2*1.57 + 6*8.44 + 10*2.12 + 6*2.25 + 2*1.03 + 2*1.4 + 5*1.97 + 2*1.04 + 1*2.76 + 1*1.31",120.59
"butterfly_unit","2 nand2_1, 2 xnor2_1, 4 xor2_1","2*3.75 + 2*8.76 + 4*8.76",60.06,"0.15 + 0.11",0.26,"2*2.12 + 2*2.07 + 4*4.28",25.5
"axis_decimator","1 a2111o_1, 7 a211oi_1, 2 a21boi_0, 4 a21o_1, 19 a21oi_1, 3 a22o_1, 1 a22oi_1, 5 a31oi_1, 1 a32o_1, 3 and2_0, 10 and3_1, 1 and3b_1, 7 and4_1, 29 clkinv_1, 66 dfxtp_1, 3 maj3_1, 9 nand2_1, 15 nand2b_1, 9 nand3_1, 1 nand3b_1, 5 nand4_1, 80 nor2_1, 8 nor2b_1, 13 nor3_1, 5 nor3b_1, 3 nor4_1, 1 nor4bb_1, 1 o2111ai_1, 2 o211a_1, 6 o211ai_1, 3 o21a_1, 41 o21ai_0, 1 o21ba_1, 5 o21bai_1, 1 o221ai_1, 3 o22ai_1, 1 o2bb2ai_1, 1 o31ai_1, 1 or2_0, 1 or4_1, 8 xnor2_1","1*11.26 + 7*7.51 + 2*7.51 + 4*7.51 + 19*5.0 + 3*8.76 + 1*7.51 + 5*6.26 + 1*10.01 + 3*6.26 + 10*6.26 + 1*8.76 + 7*8.76 + 29*3.75 + 66*20.02 + 3*10.01 + 9*3.75 + 15*6.26 + 9*5.0 + 1*7.51 + 5*6.26 + 80*3.75 + 8*6.26 + 13*5.0 + 5*7.51 + 3*6.26 + 1*10.01 + 1*8.76 + 2*10.01 + 6*7.51 + 3*7.51 + 41*5.0 + 1*10.01 + 5*7.51 + 1*8.76 + 3*6.26 + 1*8.76 + 1*7.51 + 1*6.26 + 1*7.51 + 8*8.76",3060.02,"0.33 + 0.11 + 0.17 + 0.29 + 0.21 + 0.08 + 0.18 + 0.17 + 0.85 + 0.61 + 0.31 + 0.09",3.4,"1*1.68 + 7*0.98 + 2*2.48 + 4*5.9 + 19*1.65 + 3*4.06 + 1*2.58 + 5*1.48 + 1*2.3 + 3*1.92 + 10*5.59 + 1*7.06 + 7*3.4 + 29*1.57 + 66*8.44 + 3*2.09 + 9*2.12 + 15*2.25 + 9*1.03 + 1*1.4 + 5*0.53 + 80*1.97 + 8*2.18 + 13*0.93 + 5*1.3 + 3*0.5 + 1*3.2 + 1*0.58 + 2*10.66 + 6*0.7 + 3*2.21 + 41*1.04 + 1*7.27 + 5*2.87 + 1*1.09 + 3*1.31 + 1*1.85 + 1*1.7 + 1*1.26 + 1*0.85 + 8*2.07",1182.98
"mux_2to1_enable","1 mux2_1","1*11.26",11.26,"0.26",0.26,"1*4.03",4.03
"MarioFontRom","2 a211oi_1, 1 a21boi_0, 5 a21o_1, 39 a21oi_1, 1 a221o_1, 5 a221oi_1, 1 a2bb2oi_1, 1 a311oi_1, 2 a31o_1, 8 a31oi_1, 2 a32oi_1, 1 and2_0, 6 and3_1, 1 and3b_1, 1 and4b_1, 7 clkinv_1, 1 mux2i_1, 34 nand2_1, 6 nand2b_1, 14 nand3_1, 1 nand3b_1, 1 nand4_1, 1 nand4b_1, 18 nor2_1, 4 nor2b_1, 8 nor3_1, 2 nor3b_1, 1 o211a_1, 8 o211ai_1, 38 o21ai_0, 2 o21bai_1, 4 o221ai_1, 1 o22ai_1, 1 o311a_1, 1 o311ai_0, 3 o31ai_1, 1 o32ai_1, 2 or2_0, 1 or3_1, 1 or3b_1, 1 or4b_1, 1 xor2_1","2*7.51 + 1*7.51 + 5*7.51 + 39*5.0 + 1*10.01 + 5*8.76 + 1*8.76 + 1*8.76 + 2*8.76 + 8*6.26 + 2*8.76 + 1*6.26 + 6*6.26 + 1*8.76 + 1*10.01 + 7*3.75 + 1*10.01 + 34*3.75 + 6*6.26 + 14*5.0 + 1*7.51 + 1*6.26 + 1*8.76 + 18*3.75 + 4*6.26 + 8*5.0 + 2*7.51 + 1*10.01 + 8*7.51 + 38*5.0 + 2*7.51 + 4*8.76 + 1*6.26 + 1*10.01 + 1*8.76 + 3*7.51 + 1*8.76 + 2*6.26 + 1*6.26 + 1*8.76 + 1*10.01 + 1*8.76",1328.31,"0.4 + 0.17 + 0.35 + 0.1 + 0.13 + 0.07 + 0.14",1.36,"2*0.98 + 1*2.48 + 5*5.9 + 39*1.65 + 1*2.66 + 5*1.78 + 1*3.38 + 1*0.97 + 2*2.37 + 8*1.48 + 2*1.25 + 1*1.92 + 6*5.59 + 1*7.06 + 1*5.99 + 7*1.57 + 1*5.89 + 34*2.12 + 6*2.25 + 14*1.03 + 1*1.4 + 1*0.53 + 1*1.03 + 18*1.97 + 4*2.18 + 8*0.93 + 2*1.3 + 1*10.66 + 8*0.7 + 38*1.04 + 2*2.87 + 4*1.09 + 1*1.31 + 1*3.77 + 1*0.64 + 3*1.7 + 1*1.09 + 2*1.26 + 1*1.28 + 1*2.59 + 1*2.14 + 1*4.28",446.45
"conversor_num_16b","1 a211oi_1, 3 a21o_1, 13 a21oi_1, 1 a22oi_1, 1 a31o_1, 2 a31oi_1, 2 and2_0, 4 clkinv_1, 14 maj3_1, 1 mux2_1, 22 nand2_1, 7 nand2b_1, 4 nand3_1, 16 nor2_1, 2 nor2b_1, 2 nor3_1, 2 o21a_1, 11 o21ai_0, 1 o22a_1, 1 o22ai_1, 1 o2bb2ai_1, 1 o31ai_1, 1 or2_0, 43 xnor2_1, 3 xnor3_1, 26 xor2_1","1*7.51 + 3*7.51 + 13*5.0 + 1*7.51 + 1*8.76 + 2*6.26 + 2*6.26 + 4*3.75 + 14*10.01 + 1*11.26 + 22*3.75 + 7*6.26 + 4*5.0 + 16*3.75 + 2*6.26 + 2*5.0 + 2*7.51 + 11*5.0 + 1*8.76 + 1*6.26 + 1*8.76 + 1*7.51 + 1*6.26 + 43*8.76 + 3*22.52 + 26*8.76",1311.16,"0.14 + 0.34 + 0.16 + 0.26 + 0.39 + 0.15 + 0.21 + 0.24 + 0.09 + 0.36 + 0.37 + 0.37 + 0.38 + 0.21 + 0.07 + 0.11",3.85,"1*0.98 + 3*5.9 + 13*1.65 + 1*2.58 + 1*2.37 + 2*1.48 + 2*1.92 + 4*1.57 + 14*2.09 + 1*4.03 + 22*2.12 + 7*2.25 + 4*1.03 + 16*1.97 + 2*2.18 + 2*0.93 + 2*2.21 + 11*1.04 + 1*2.76 + 1*1.31 + 1*1.85 + 1*1.7 + 1*1.26 + 43*2.07 + 3*15.62 + 26*4.28",467.59
"GlitchFreeClockMux","1 dfxtp_1, 1 maj3_1, 1 mux2i_1","1*20.02 + 1*10.01 + 1*10.01",40.04,"0.27 + 0.31",0.58,"1*8.44 + 1*2.09 + 1*5.89",16.42
"small_fifo","5 a211o_1, 4 a211oi_1, 1 a21o_1, 23 a21oi_1, 1 a221o_1, 4 a221oi_1, 4 a22o_1, 7 a31oi_1, 5 and2_0, 1 and4b_1, 2 clkinv_1, 556 dfxtp_1, 519 mux2_1, 58 mux2i_1, 102 mux4_2, 33 nand2_1, 3 nand2b_1, 3 nand3_1, 2 nand3b_1, 1 nand4_1, 1 nand4b_1, 1 nand4bb_1, 44 nor2_1, 10 nor2b_1, 4 nor3_1, 2 nor3b_1, 1 nor4_1, 1 o211ai_1, 6 o21a_1, 43 o21ai_0, 2 o221ai_1, 21 o22a_1, 9 o22ai_1, 2 o2bb2ai_1, 4 o31ai_1, 1 or2_0, 1 or3_1, 11 xnor2_1, 3 xor2_1","5*8.76 + 4*7.51 + 1*7.51 + 23*5.0 + 1*10.01 + 4*8.76 + 4*8.76 + 7*6.26 + 5*6.26 + 1*10.01 + 2*3.75 + 556*20.02 + 519*11.26 + 58*10.01 + 102*22.52 + 33*3.75 + 3*6.26 + 3*5.0 + 2*7.51 + 1*6.26 + 1*8.76 + 1*11.26 + 44*3.75 + 10*6.26 + 4*5.0 + 2*7.51 + 1*6.26 + 1*7.51 + 6*7.51 + 43*5.0 + 2*8.76 + 21*8.76 + 9*6.26 + 2*8.76 + 4*7.51 + 1*6.26 + 1*6.26 + 11*8.76 + 3*8.76",21397.57,"4.13 + 1.58 + 0.51 + 0.06 + 0.24",6.52,"5*3.14 + 4*0.98 + 1*5.9 + 23*1.65 + 1*2.66 + 4*1.78 + 4*4.06 + 7*1.48 + 5*1.92 + 1*5.99 + 2*1.57 + 556*8.44 + 519*4.03 + 58*5.89 + 102*6.37 + 33*2.12 + 3*2.25 + 3*1.03 + 2*1.4 + 1*0.53 + 1*1.03 + 1*1.9 + 44*1.97 + 10*2.18 + 4*0.93 + 2*1.3 + 1*0.5 + 1*0.7 + 6*2.21 + 43*1.04 + 2*1.09 + 21*2.76 + 9*1.31 + 2*1.85 + 4*1.7 + 1*1.26 + 1*1.28 + 11*2.07 + 3*4.28",8274.77
"top_module","2 clkinv_1, 1 conb_1, 1 nand2_1, 1 xor2_1","2*3.75 + 1*3.75 + 1*3.75 + 1*8.76",23.76,"0.12",0.12,"2*1.57 + 1*3.24 + 1*2.12 + 1*4.28",12.78
"four_bit_adder","2 maj3_1, 2 nand2_1, 1 nor2_1, 1 o21ai_0, 5 xnor2_1, 2 xor2_1","2*10.01 + 2*3.75 + 1*3.75 + 1*5.0 + 5*8.76 + 2*8.76",97.59,"0.07 + 0.13 + 0.4 + 0.33",0.93,"2*2.09 + 2*2.12 + 1*1.97 + 1*1.04 + 5*2.07 + 2*4.28",30.34
"binary_to_gray","1 a21oi_1, 1 and3_1, 3 dfxtp_1, 1 nor2_1, 1 nor2b_1, 1 nor3_1, 2 xor2_1","1*5.0 + 1*6.26 + 3*20.02 + 1*3.75 + 1*6.26 + 1*5.0 + 2*8.76",103.85,"0.3 + 0.15 + 0.12",0.57,"1*1.65 + 1*5.59 + 3*8.44 + 1*1.97 + 1*2.18 + 1*0.93 + 2*4.28",46.2
"nukv_Read","2 a2111oi_0, 2 a211o_1, 2 a211oi_1, 1 a21o_1, 21 a21oi_1, 2 a31oi_1, 1 a41oi_1, 2 and2_0, 1 and3b_1, 27 clkinv_1, 1 conb_1, 336 dfxtp_1, 243 mux2_1, 49 mux2i_1, 28 mux4_2, 109 nand2_1, 1 nand2b_1, 11 nand3_1, 1 nand3b_1, 7 nand4_1, 43 nor2_1, 3 nor2b_1, 101 nor3_1, 9 nor4_1, 1 nor4bb_1, 1 o211ai_1, 10 o21a_1, 57 o21ai_0, 1 o221ai_1, 1 o22a_1, 43 o22ai_1, 2 o31ai_1, 20 o41ai_1, 1 or2_0, 2 or3_1, 2 or4b_1, 11 xnor2_1, 22 xor2_1","2*8.76 + 2*8.76 + 2*7.51 + 1*7.51 + 21*5.0 + 2*6.26 + 1*8.76 + 2*6.26 + 1*8.76 + 27*3.75 + 1*3.75 + 336*20.02 + 243*11.26 + 49*10.01 + 28*22.52 + 109*3.75 + 1*6.26 + 11*5.0 + 1*7.51 + 7*6.26 + 43*3.75 + 3*6.26 + 101*5.0 + 9*6.26 + 1*10.01 + 1*7.51 + 10*7.51 + 57*5.0 + 1*8.76 + 1*8.76 + 43*6.26 + 2*7.51 + 20*8.76 + 1*6.26 + 2*6.26 + 2*10.01 + 11*8.76 + 22*8.76",13339.21,"1.22 + 0.44 + 3.93 + 1.32 + 0.39 + 0.14 + 0.12 + 0.06 + 0.34 + 0.18 + 4.58 + 0.26",12.98,"2*0.42 + 2*3.14 + 2*0.98 + 1*5.9 + 21*1.65 + 2*1.48 + 1*1.36 + 2*1.92 + 1*7.06 + 27*1.57 + 1*3.24 + 336*8.44 + 243*4.03 + 49*5.89 + 28*6.37 + 109*2.12 + 1*2.25 + 11*1.03 + 1*1.4 + 7*0.53 + 43*1.97 + 3*2.18 + 101*0.93 + 9*0.5 + 1*3.2 + 1*0.7 + 10*2.21 + 57*1.04 + 1*1.09 + 1*2.76 + 43*1.31 + 2*1.7 + 20*1.39 + 1*1.26 + 2*1.28 + 2*2.14 + 11*2.07 + 22*4.28",5133.72
"FSM","1 a2111o_1, 8 a2111oi_0, 1 a211o_1, 10 a211oi_1, 3 a21boi_0, 4 a21o_1, 73 a21oi_1, 2 a221o_1, 5 a221oi_1, 7 a222oi_1, 1 a22o_1, 18 a22oi_1, 1 a311o_1, 9 a31oi_1, 5 a32o_1, 12 a32oi_1, 3 a41oi_1, 27 and2_0, 12 and3_1, 1 and3b_1, 32 clkinv_1, 29 dfxtp_1, 139 dlxtn_1, 29 maj3_1, 1 mux2i_1, 202 nand2_1, 39 nand2b_1, 79 nand3_1, 64 nand4_1, 2 nand4b_1, 170 nor2_1, 42 nor2b_1, 90 nor3_1, 2 nor3b_1, 28 nor4_1, 6 nor4b_1, 9 o2111ai_1, 12 o211ai_1, 8 o21a_1, 73 o21ai_0, 1 o21ba_1, 2 o21bai_1, 3 o221ai_1, 19 o22ai_1, 1 o2bb2ai_1, 2 o311ai_0, 4 o31ai_1, 1 o32a_1, 2 o32ai_1, 1 o41ai_1, 13 or2_0, 14 or3_1, 3 or4_1, 78 xnor2_1, 5 xnor3_1, 55 xor2_1, 3 xor3_1","1*11.26 + 8*8.76 + 1*8.76 + 10*7.51 + 3*7.51 + 4*7.51 + 73*5.0 + 2*10.01 + 5*8.76 + 7*10.01 + 1*8.76 + 18*7.51 + 1*10.01 + 9*6.26 + 5*10.01 + 12*8.76 + 3*8.76 + 27*6.26 + 12*6.26 + 1*8.76 + 32*3.75 + 29*20.02 + 139*15.01 + 29*10.01 + 1*10.01 + 202*3.75 + 39*6.26 + 79*5.0 + 64*6.26 + 2*8.76 + 170*3.75 + 42*6.26 + 90*5.0 + 2*7.51 + 28*6.26 + 6*8.76 + 9*8.76 + 12*7.51 + 8*7.51 + 73*5.0 + 1*10.01 + 2*7.51 + 3*8.76 + 19*6.26 + 1*8.76 + 2*8.76 + 4*7.51 + 1*10.01 + 2*8.76 + 1*8.76 + 13*6.26 + 14*6.26 + 3*7.51 + 78*8.76 + 5*22.52 + 55*8.76 + 3*23.77",10254.09,"0.47",0.47,"1*1.68 + 8*0.42 + 1*3.14 + 10*0.98 + 3*2.48 + 4*5.9 + 73*1.65 + 2*2.66 + 5*1.78 + 7*2.43 + 1*4.06 + 18*2.58 + 1*1.57 + 9*1.48 + 5*2.3 + 12*1.25 + 3*1.36 + 27*1.92 + 12*5.59 + 1*7.06 + 32*1.57 + 29*8.44 + 139*8.12 + 29*2.09 + 1*5.89 + 202*2.12 + 39*2.25 + 79*1.03 + 64*0.53 + 2*1.03 + 170*1.97 + 42*2.18 + 90*0.93 + 2*1.3 + 28*0.5 + 6*0.91 + 9*0.58 + 12*0.7 + 8*2.21 + 73*1.04 + 1*7.27 + 2*2.87 + 3*1.09 + 19*1.31 + 1*1.85 + 2*0.64 + 4*1.7 + 1*1.66 + 2*1.09 + 1*1.39 + 13*1.26 + 14*1.28 + 3*0.85 + 78*2.07 + 5*15.62 + 55*4.28 + 3*15.22",3799.41
"logic_function","1 conb_1, 1 xor3_1","1*3.75 + 1*23.77",27.52,"0.33",0.33,"1*3.24 + 1*15.22",18.46
"sync_bits","2 and2_0, 2 dfxtp_1","2*6.26 + 2*20.02",52.56,"0.27 + 0.11",0.38,"2*1.92 + 2*8.44",20.72
"synchronous_reset","1 dfrtp_1","1*25.02",25.02,"0.31",0.31,"1*11.65",11.65
"shift_register","2 a221o_1, 1 a22o_1, 2 and3b_1, 4 clkinv_1, 4 dfrtp_1, 2 mux2_1, 1 nor2_1","2*10.01 + 1*8.76 + 2*8.76 + 4*3.75 + 4*25.02 + 2*11.26 + 1*3.75",187.65,"0.34 + 0.28 + 0.27",0.89,"2*2.66 + 1*4.06 + 2*7.06 + 4*1.57 + 4*11.65 + 2*4.03 + 1*1.97",86.41
"multiplier","1 a21bo_1, 3 a21boi_0, 18 a21oi_1, 1 a221oi_1, 1 a222oi_1, 2 a22o_1, 6 a22oi_1, 4 a311oi_1, 2 a31o_1, 2 a31oi_1, 1 a32oi_1, 15 and2_0, 11 clkinv_1, 21 maj3_1, 64 nand2_1, 2 nand2b_1, 2 nand3_1, 4 nand4_1, 25 nor2_1, 7 nor2b_1, 3 nor3_1, 6 o21a_1, 13 o21ai_0, 1 o21bai_1, 1 o221ai_1, 3 o22ai_1, 1 o311a_1, 2 o31ai_1, 1 o32a_1, 2 or2_0, 37 xnor2_1, 8 xnor3_1, 25 xor2_1, 6 xor3_1","1*10.01 + 3*7.51 + 18*5.0 + 1*8.76 + 1*10.01 + 2*8.76 + 6*7.51 + 4*8.76 + 2*8.76 + 2*6.26 + 1*8.76 + 15*6.26 + 11*3.75 + 21*10.01 + 64*3.75 + 2*6.26 + 2*5.0 + 4*6.26 + 25*3.75 + 7*6.26 + 3*5.0 + 6*7.51 + 13*5.0 + 1*7.51 + 1*8.76 + 3*6.26 + 1*10.01 + 2*7.51 + 1*10.01 + 2*6.26 + 37*8.76 + 8*22.52 + 25*8.76 + 6*23.77",2121.79,"0.13 + 0.46 + 0.16 + 0.26 + 0.4 + 0.22 + 0.21 + 0.13 + 0.37 + 0.24 + 0.18 + 0.08 + 0.17 + 0.35 + 0.1 + 0.08 + 0.17",3.71,"1*7.27 + 3*2.48 + 18*1.65 + 1*1.78 + 1*2.43 + 2*4.06 + 6*2.58 + 4*0.97 + 2*2.37 + 2*1.48 + 1*1.25 + 15*1.92 + 11*1.57 + 21*2.09 + 64*2.12 + 2*2.25 + 2*1.03 + 4*0.53 + 25*1.97 + 7*2.18 + 3*0.93 + 6*2.21 + 13*1.04 + 1*2.87 + 1*1.09 + 3*1.31 + 1*3.77 + 2*1.7 + 1*1.66 + 2*1.26 + 37*2.07 + 8*15.62 + 25*4.28 + 6*15.22",832.56
"counter","14 clkinv_1, 1 conb_1, 12 dfrtp_1, 1 maj3_1, 4 mux2_1, 2 nand2_1, 1 nand2b_1, 1 nand3_1, 2 nor2b_1, 1 nor4_1, 1 o311ai_0, 1 or3b_1, 2 xnor2_1, 2 xor2_1","14*3.75 + 1*3.75 + 12*25.02 + 1*10.01 + 4*11.26 + 2*3.75 + 1*6.26 + 1*5.0 + 2*6.26 + 1*6.26 + 1*8.76 + 1*8.76 + 2*8.76 + 2*8.76",501.64,"0.34 + 0.12 + 0.34 + 0.31 + 0.17 + 0.33",1.61,"14*1.57 + 1*3.24 + 12*11.65 + 1*2.09 + 4*4.03 + 2*2.12 + 1*2.25 + 1*1.03 + 2*2.18 + 1*0.5 + 1*0.64 + 1*2.59 + 2*2.07 + 2*4.28",211.54
"dff","1 dfxtp_1, 1 mux2i_1, 1 nor2b_1","1*20.02 + 1*10.01 + 1*6.26",36.29,"0.27 + 0.11 + 0.05",0.43,"1*8.44 + 1*5.89 + 1*2.18",16.51
"shift_register","3 dfxtp_1","3*20.02",60.06,"0.27",0.27,"3*8.44",25.32
"watchdog_timer","2 a2111oi_0, 17 a21oi_1, 1 a221oi_1, 4 a222oi_1, 1 a22oi_1, 1 a2bb2oi_1, 8 and2_0, 6 and3_1, 7 and4_1, 23 clkinv_1, 33 dfxtp_1, 6 nand4_1, 19 nor2_1, 24 nor3_1, 2 nor4_1, 1 o211ai_1, 9 o21bai_1, 3 o221ai_1, 5 o22ai_1, 9 xnor2_1, 3 xor2_1","2*8.76 + 17*5.0 + 1*8.76 + 4*10.01 + 1*7.51 + 1*8.76 + 8*6.26 + 6*6.26 + 7*8.76 + 23*3.75 + 33*20.02 + 6*6.26 + 19*3.75 + 24*5.0 + 2*6.26 + 1*7.51 + 9*7.51 + 3*8.76 + 5*6.26 + 9*8.76 + 3*8.76",1542.59,"0.38 + 0.24 + 0.24 + 0.25 + 0.25 + 0.25 + 0.24 + 0.26 + 0.12 + 0.35 + 0.27 + 0.17 + 0.04",3.06,"2*0.42 + 17*1.65 + 1*1.78 + 4*2.43 + 1*2.58 + 1*3.38 + 8*1.92 + 6*5.59 + 7*3.4 + 23*1.57 + 33*8.44 + 6*0.53 + 19*1.97 + 24*0.93 + 2*0.5 + 1*0.7 + 9*2.87 + 3*1.09 + 5*1.31 + 9*2.07 + 3*4.28",565.43
"fifo","5 a211o_1, 24 a211oi_1, 3 a21o_1, 231 a21oi_1, 27 a221o_1, 345 a221oi_1, 5 a22o_1, 22 a22oi_1, 1 a2bb2oi_1, 6 a311o_1, 29 a311oi_1, 4 a31o_1, 32 a31oi_1, 12 a32o_1, 24 a32oi_1, 1 a41o_1, 3 and2_0, 13 and3_1, 61 clkinv_1, 2081 dfxtp_1, 4 maj3_1, 2038 mux2_1, 323 mux2i_1, 95 mux4_2, 230 nand2_1, 31 nand2b_1, 67 nand3_1, 2 nand4_1, 242 nor2_1, 6 nor2b_1, 30 nor3_1, 2 nor3b_1, 3 nor4_1, 1 o211a_1, 55 o211ai_1, 429 o21ai_0, 4 o21bai_1, 3 o221ai_1, 4 o22ai_1, 6 o311a_1, 15 o311ai_0, 4 o31ai_1, 4 o32ai_1, 1 o41a_1, 1 o41ai_1, 1 or2_0, 6 or3_1, 1 or4_1, 11 xnor2_1, 1 xor2_1","5*8.76 + 24*7.51 + 3*7.51 + 231*5.0 + 27*10.01 + 345*8.76 + 5*8.76 + 22*7.51 + 1*8.76 + 6*10.01 + 29*8.76 + 4*8.76 + 32*6.26 + 12*10.01 + 24*8.76 + 1*10.01 + 3*6.26 + 13*6.26 + 61*3.75 + 2081*20.02 + 4*10.01 + 2038*11.26 + 323*10.01 + 95*22.52 + 230*3.75 + 31*6.26 + 67*5.0 + 2*6.26 + 242*3.75 + 6*6.26 + 30*5.0 + 2*7.51 + 3*6.26 + 1*10.01 + 55*7.51 + 429*5.0 + 4*7.51 + 3*8.76 + 4*6.26 + 6*10.01 + 15*8.76 + 4*7.51 + 4*8.76 + 1*11.26 + 1*8.76 + 1*6.26 + 6*6.26 + 1*7.51 + 11*8.76 + 1*8.76",81768.1,"16.45 + 57.49 + 7.29 + 0.21 + 0.13 + 0.28 + 0.06 + 0.3 + 0.11",82.32,"5*3.14 + 24*0.98 + 3*5.9 + 231*1.65 + 27*2.66 + 345*1.78 + 5*4.06 + 22*2.58 + 1*3.38 + 6*1.57 + 29*0.97 + 4*2.37 + 32*1.48 + 12*2.3 + 24*1.25 + 1*6.61 + 3*1.92 + 13*5.59 + 61*1.57 + 2081*8.44 + 4*2.09 + 2038*4.03 + 323*5.89 + 95*6.37 + 230*2.12 + 31*2.25 + 67*1.03 + 2*0.53 + 242*1.97 + 6*2.18 + 30*0.93 + 2*1.3 + 3*0.5 + 1*10.66 + 55*0.7 + 429*1.04 + 4*2.87 + 3*1.09 + 4*1.31 + 6*3.77 + 15*0.64 + 4*1.7 + 4*1.09 + 1*1.37 + 1*1.39 + 1*1.26 + 6*1.28 + 1*0.85 + 11*2.07 + 1*4.28",31577.52
"PointerRegister","2 a211o_1, 3 a21o_1, 92 a21oi_1, 3 a221o_1, 16 a221oi_1, 391 a222oi_1, 2 a22o_1, 226 a22oi_1, 1 a311o_1, 8 a311oi_1, 1 a31o_1, 209 a31oi_1, 25 a32oi_1, 27 a41oi_1, 1 and3_1, 2 and4_1, 70 clkinv_1, 1848 dfxtp_1, 1760 mux2_1, 47 mux2i_1, 471 mux4_2, 190 nand2_1, 1 nand2b_1, 19 nand3_1, 93 nand4_1, 177 nor2_1, 11 nor2b_1, 38 nor3_1, 29 nor4_1, 28 o2111a_1, 4 o211a_1, 4 o211ai_1, 3 o21a_1, 124 o21ai_0, 1 o21bai_1, 27 o221ai_1, 14 o22ai_1, 3 o311ai_0, 3 o31ai_1, 1 or2_0, 1 or3_1","2*8.76 + 3*7.51 + 92*5.0 + 3*10.01 + 16*8.76 + 391*10.01 + 2*8.76 + 226*7.51 + 1*10.01 + 8*8.76 + 1*8.76 + 209*6.26 + 25*8.76 + 27*8.76 + 1*6.26 + 2*8.76 + 70*3.75 + 1848*20.02 + 1760*11.26 + 47*10.01 + 471*22.52 + 190*3.75 + 1*6.26 + 19*5.0 + 93*6.26 + 177*3.75 + 11*6.26 + 38*5.0 + 29*6.26 + 28*11.26 + 4*10.01 + 4*7.51 + 3*7.51 + 124*5.0 + 1*7.51 + 27*8.76 + 14*6.26 + 3*8.76 + 3*7.51 + 1*6.26 + 1*6.26",80250.85,"0.93 + 11.0 + 4.79 + 1.23",17.95,"2*3.14 + 3*5.9 + 92*1.65 + 3*2.66 + 16*1.78 + 391*2.43 + 2*4.06 + 226*2.58 + 1*1.57 + 8*0.97 + 1*2.37 + 209*1.48 + 25*1.25 + 27*1.36 + 1*5.59 + 2*3.4 + 70*1.57 + 1848*8.44 + 1760*4.03 + 47*5.89 + 471*6.37 + 190*2.12 + 1*2.25 + 19*1.03 + 93*0.53 + 177*1.97 + 11*2.18 + 38*0.93 + 29*0.5 + 28*3.75 + 4*10.66 + 4*0.7 + 3*2.21 + 124*1.04 + 1*2.87 + 27*1.09 + 14*1.31 + 3*0.64 + 3*1.7 + 1*1.26 + 1*1.28",29474.52
